,Buy Rates,Buy Rates,Buy Rates,Buy Rates,Buy Rates,Buy Rates,Locality Name,Project Name
,Avg price per sqft,Price range per sqft,Price rise,Properties,Trend,View properties,"{""city"":""Hyderabad"",""typeAheadType"":""locality"",""templatePath"":""doT!modules/typeAhead/views/locality"",""rows"":5,""includeGoogplePlace"":true,""includeSuggestion"":true,""placeholder"":""search locality in hyderabad""}","{""city"":""Hyderabad"",""typeAheadType"":""project"",""templatePath"":""doT!modules/typeAhead/views/project"",""rows"":5,""includeGoogplePlace"":true,""includeSuggestion"":true,""placeholder"":""search project in hyderabad""}"
17,1049,"944 - 9,000 / sqft",-,View 117 properties,See trend,,,Builder HPR GARDENIA
18,2323,"1,666 - 19,600 / sqft",-,View 112 properties,See trend,,,Builder Jackpot central
19,8617,"866 - 14,000 / sqft",-,View 108 properties,See trend,,,Builder HMDA Open plots
0,-,-,-,,See trend,View properties,Devender Colony,
1,-,-,-,,See trend,View properties,Devender Nagar,
2,-,-,-,,See trend,View properties,Devi Bagh,
3,-,-,-,,See trend,View properties,Devi Kalyan Estate,
4,-,-,-,,See trend,View properties,Devi Kalyan Garden,
5,-,-,-,,See trend,View properties,Devi Nagar,
6,-,-,-,,See trend,View properties,Devi Nagar,
7,-,-,-,,See trend,View properties,Devi Nagar Colony,
8,-,-,-,,See trend,View properties,Devi Sugna Enclave,
9,-,-,-,,See trend,View properties,Dews Ville,
10,-,-,-,,See trend,View properties,Dhana Laxmi Nagar,
11,-,-,-8.5%,,See trend,View properties,Dharam Karan Road,
12,-,-,-,,See trend,View properties,Dharma Reddy Colony Phase I,
13,-,-,-,,See trend,View properties,Dharma Reddy Colony Phase II,
14,-,-,-,,See trend,View properties,Dharma Reddy Colony Phase II Hyderabad,
15,-,-,-,,See trend,View properties,DharmaKarma Road,
16,-,-,-,,See trend,View properties,Dharmapuri Colony,
17,-,-,-,,See trend,View properties,Dhobi Galli,
18,-,-,-,,See trend,View properties,Dhobi Ghat,
19,-,-,-,,See trend,View properties,Dhobipet,
20,-,-,-,,See trend,View properties,Diamond Hill Colony,
21,-,-,-,,See trend,View properties,Dichpally Nizamabad,
22,-,-,-,,See trend,View properties,Digwal,
23,-,-,-,,See trend,View properties,Dilshad Nagar Colony,
24,-,-,-,,See trend,View properties,Dinakar Nagar,
25,-,-,-,,See trend,View properties,Divya Nagar,
26,-,-,-,,See trend,View properties,Divya Sai Garden,
27,-,-,-,,See trend,View properties,Divyashakti Appartments,
28,-,-,-,,See trend,View properties,DK Enclave,
29,-,-,-,,See trend,View properties,DK Road,
30,-,-,-,,See trend,View properties,DLF Cyber City,
31,-,-,-,,See trend,View properties,DLR Enclave,
32,-,-,-,,See trend,View properties,Doctors Colony,
33,-,-,-,,See trend,View properties,Doctors Colony,
34,-,-,-,,See trend,View properties,Doddablapor,
35,-,-,-,,See trend,View properties,Domalguda Road,
36,-,-,-,,See trend,View properties,Domara Pocham Pally,
37,-,-,-,,See trend,View properties,Donga Road,
38,-,-,-,,See trend,View properties,Doolapally,
39,-,-,-,,See trend,View properties,Dowa,
40,-,-,-,,See trend,View properties,Dr.Reddys Enclave,
41,-,-,-,,See trend,View properties,DRDL Main Road,
42,-,-,-,,See trend,View properties,Dream Valley,
43,-,-,-,,See trend,View properties,DSNR,
44,-,-,-,,See trend,View properties,Dubai Gate,
45,-,-,-,,See trend,View properties,Dubai Gate Bus Stop Road,
46,-,-,-,,See trend,View properties,Dubai Gate Lane,
47,-,-,-,,See trend,View properties,Dubaka Medak District,
48,-,-,-,,See trend,View properties,Dubey Colony,
49,-,-,-,,See trend,View properties,Dubey Colony Hyderabad,
50,-,-,-,,See trend,View properties,Dulapally Road,
51,-,-,-,,See trend,View properties,Durga Bhawani Nagar,
52,-,-,-,,See trend,View properties,Durga Nagar,
53,-,-,-,,See trend,View properties,Durga Vihar Colony,
54,-,-,-,,See trend,View properties,Durgabai Deshmukh Colony,
55,-,-,-,,See trend,View properties,Durgamcheru,
56,-,-,-,,See trend,View properties,Dwaraka Nagar,
57,-,-,-,,See trend,View properties,Dwaraka Nagar,
58,-,-,-,,See trend,View properties,Dwaraka Nagar,
59,-,-,-,,See trend,View properties,Dwaraka Tirumala Colony,
0,-,-,-,,See trend,View properties,Devender Colony,
1,-,-,-,,See trend,View properties,Devender Nagar,
2,-,-,-,,See trend,View properties,Devi Bagh,
3,-,-,-,,See trend,View properties,Devi Kalyan Estate,
4,-,-,-,,See trend,View properties,Devi Kalyan Garden,
5,-,-,-,,See trend,View properties,Devi Nagar,
6,-,-,-,,See trend,View properties,Devi Nagar,
7,-,-,-,,See trend,View properties,Devi Nagar Colony,
8,-,-,-,,See trend,View properties,Devi Sugna Enclave,
9,-,-,-,,See trend,View properties,Dews Ville,
10,-,-,-,,See trend,View properties,Dhana Laxmi Nagar,
11,-,-,-,,See trend,View properties,Dharam Karan Road,
12,-,-,-,,See trend,View properties,Dharma Reddy Colony Phase I,
13,-,-,-,,See trend,View properties,Dharma Reddy Colony Phase II,
14,-,-,-,,See trend,View properties,Dharma Reddy Colony Phase II Hyderabad,
15,-,-,-,,See trend,View properties,DharmaKarma Road,
16,-,-,-,,See trend,View properties,Dharmapuri Colony,
17,-,-,-,,See trend,View properties,Dhobi Galli,
18,-,-,-,,See trend,View properties,Dhobi Ghat,
19,-,-,-,,See trend,View properties,Dhobipet,
20,-,-,-,,See trend,View properties,Diamond Hill Colony,
21,-,-,-,,See trend,View properties,Dichpally Nizamabad,
22,-,-,-,,See trend,View properties,Digwal,
23,-,-,-,,See trend,View properties,Dilshad Nagar Colony,
24,-,-,-,,See trend,View properties,Dinakar Nagar,
25,-,-,-,,See trend,View properties,Divya Nagar,
26,-,-,-,,See trend,View properties,Divya Sai Garden,
27,-,-,-,,See trend,View properties,Divyashakti Appartments,
28,-,-,-,,See trend,View properties,DK Enclave,
29,-,-,-,,See trend,View properties,DK Road,
30,-,-,-,,See trend,View properties,DLF Cyber City,
31,-,-,-,,See trend,View properties,DLR Enclave,
32,-,-,-,,See trend,View properties,Doctors Colony,
33,-,-,-,,See trend,View properties,Doctors Colony,
34,-,-,-,,See trend,View properties,Doddablapor,
35,-,-,-,,See trend,View properties,Domalguda Road,
36,-,-,-,,See trend,View properties,Domara Pocham Pally,
37,-,-,-,,See trend,View properties,Donga Road,
38,-,-,-,,See trend,View properties,Doolapally,
39,-,-,-,,See trend,View properties,Dowa,
40,-,-,-,,See trend,View properties,Dr.Reddys Enclave,
41,-,-,-,,See trend,View properties,DRDL Main Road,
42,-,-,-,,See trend,View properties,Dream Valley,
43,-,-,-,,See trend,View properties,DSNR,
44,-,-,-,,See trend,View properties,Dubai Gate,
45,-,-,-,,See trend,View properties,Dubai Gate Bus Stop Road,
46,-,-,-,,See trend,View properties,Dubai Gate Lane,
47,-,-,-,,See trend,View properties,Dubaka Medak District,
48,-,-,-,,See trend,View properties,Dubey Colony,
49,-,-,-,,See trend,View properties,Dubey Colony Hyderabad,
50,-,-,-,,See trend,View properties,Dulapally Road,
51,-,-,-,,See trend,View properties,Durga Bhawani Nagar,
52,-,-,-,,See trend,View properties,Durga Nagar,
53,-,-,-,,See trend,View properties,Durga Vihar Colony,
54,-,-,-,,See trend,View properties,Durgabai Deshmukh Colony,
55,-,-,-,,See trend,View properties,Durgamcheru,
56,-,-,-,,See trend,View properties,Dwaraka Nagar,
57,-,-,-,,See trend,View properties,Dwaraka Nagar,
58,-,-,-,,See trend,View properties,Dwaraka Nagar,
59,-,-,-,,See trend,View properties,Dwaraka Tirumala Colony,
0,-,-,-,,See trend,View properties,Devender Colony,
1,-,-,-,,See trend,View properties,Devender Nagar,
2,-,-,-,,See trend,View properties,Devi Bagh,
3,-,-,-,,See trend,View properties,Devi Kalyan Estate,
4,-,-,-,,See trend,View properties,Devi Kalyan Garden,
5,-,-,-,,See trend,View properties,Devi Nagar,
6,-,-,-,,See trend,View properties,Devi Nagar,
7,-,-,-,,See trend,View properties,Devi Nagar Colony,
8,-,-,-,,See trend,View properties,Devi Sugna Enclave,
9,-,-,-,,See trend,View properties,Dews Ville,
10,-,-,-,,See trend,View properties,Dhana Laxmi Nagar,
11,-,-,-,,See trend,View properties,Dharam Karan Road,
12,-,-,-,,See trend,View properties,Dharma Reddy Colony Phase I,
13,-,-,-,,See trend,View properties,Dharma Reddy Colony Phase II,
14,-,-,-,,See trend,View properties,Dharma Reddy Colony Phase II Hyderabad,
15,-,-,-,,See trend,View properties,DharmaKarma Road,
16,-,-,-,,See trend,View properties,Dharmapuri Colony,
17,-,-,-,,See trend,View properties,Dhobi Galli,
18,-,-,-,,See trend,View properties,Dhobi Ghat,
19,-,-,-,,See trend,View properties,Dhobipet,
20,-,-,-,,See trend,View properties,Diamond Hill Colony,
21,-,-,-,,See trend,View properties,Dichpally Nizamabad,
22,-,-,-,,See trend,View properties,Digwal,
23,-,-,-,,See trend,View properties,Dilshad Nagar Colony,
24,-,-,-,,See trend,View properties,Dinakar Nagar,
25,-,-,-,,See trend,View properties,Divya Nagar,
26,-,-,-,,See trend,View properties,Divya Sai Garden,
27,-,-,-,,See trend,View properties,Divyashakti Appartments,
28,-,-,-,,See trend,View properties,DK Enclave,
29,-,-,-,,See trend,View properties,DK Road,
30,-,-,-,,See trend,View properties,DLF Cyber City,
31,-,-,-,,See trend,View properties,DLR Enclave,
32,-,-,-,,See trend,View properties,Doctors Colony,
33,-,-,-,,See trend,View properties,Doctors Colony,
34,-,-,-,,See trend,View properties,Doddablapor,
35,-,-,-,,See trend,View properties,Domalguda Road,
36,-,-,-,,See trend,View properties,Domara Pocham Pally,
37,-,-,-,,See trend,View properties,Donga Road,
38,-,-,-,,See trend,View properties,Doolapally,
39,-,-,-,,See trend,View properties,Dowa,
40,-,-,-,,See trend,View properties,Dr.Reddys Enclave,
41,-,-,-,,See trend,View properties,DRDL Main Road,
42,-,-,-,,See trend,View properties,Dream Valley,
43,-,-,-,,See trend,View properties,DSNR,
44,-,-,-,,See trend,View properties,Dubai Gate,
45,-,-,-,,See trend,View properties,Dubai Gate Bus Stop Road,
46,-,-,-,,See trend,View properties,Dubai Gate Lane,
47,-,-,-,,See trend,View properties,Dubaka Medak District,
48,-,-,-,,See trend,View properties,Dubey Colony,
49,-,-,-,,See trend,View properties,Dubey Colony Hyderabad,
50,-,-,-,,See trend,View properties,Dulapally Road,
51,-,-,-,,See trend,View properties,Durga Bhawani Nagar,
52,-,-,-,,See trend,View properties,Durga Nagar,
53,-,-,-,,See trend,View properties,Durga Vihar Colony,
54,-,-,-,,See trend,View properties,Durgabai Deshmukh Colony,
55,-,-,-,,See trend,View properties,Durgamcheru,
56,-,-,-,,See trend,View properties,Dwaraka Nagar,
57,-,-,-,,See trend,View properties,Dwaraka Nagar,
58,-,-,-,,See trend,View properties,Dwaraka Nagar,
59,-,-,-,,See trend,View properties,Dwaraka Tirumala Colony,
0,-,-,-,,See trend,View properties,Devender Colony,
1,-,-,-,,See trend,View properties,Devender Nagar,
2,-,-,-,,See trend,View properties,Devi Bagh,
3,-,-,-,,See trend,View properties,Devi Kalyan Estate,
4,-,-,-,,See trend,View properties,Devi Kalyan Garden,
5,-,-,-,,See trend,View properties,Devi Nagar,
6,-,-,-,,See trend,View properties,Devi Nagar,
7,-,-,-,,See trend,View properties,Devi Nagar Colony,
8,-,-,-,,See trend,View properties,Devi Sugna Enclave,
9,-,-,-,,See trend,View properties,Dews Ville,
10,-,-,-,,See trend,View properties,Dhana Laxmi Nagar,
11,-,-,-,,See trend,View properties,Dharam Karan Road,
12,-,-,-,,See trend,View properties,Dharma Reddy Colony Phase I,
13,-,-,-,,See trend,View properties,Dharma Reddy Colony Phase II,
14,-,-,-,,See trend,View properties,Dharma Reddy Colony Phase II Hyderabad,
15,-,-,-,,See trend,View properties,DharmaKarma Road,
16,-,-,-,,See trend,View properties,Dharmapuri Colony,
17,-,-,-,,See trend,View properties,Dhobi Galli,
18,-,-,-,,See trend,View properties,Dhobi Ghat,
19,-,-,-,,See trend,View properties,Dhobipet,
20,-,-,-,,See trend,View properties,Diamond Hill Colony,
21,-,-,-,,See trend,View properties,Dichpally Nizamabad,
22,-,-,-,,See trend,View properties,Digwal,
23,-,-,-,,See trend,View properties,Dilshad Nagar Colony,
24,-,-,-,,See trend,View properties,Dinakar Nagar,
25,-,-,-,,See trend,View properties,Divya Nagar,
26,-,-,-,,See trend,View properties,Divya Sai Garden,
27,-,-,-,,See trend,View properties,Divyashakti Appartments,
28,-,-,-,,See trend,View properties,DK Enclave,
29,-,-,-,,See trend,View properties,DK Road,
30,-,-,-,,See trend,View properties,DLF Cyber City,
31,-,-,-,,See trend,View properties,DLR Enclave,
32,-,-,-,,See trend,View properties,Doctors Colony,
33,-,-,-,,See trend,View properties,Doctors Colony,
34,-,-,-,,See trend,View properties,Doddablapor,
35,-,-,-,,See trend,View properties,Domalguda Road,
36,-,-,-,,See trend,View properties,Domara Pocham Pally,
37,-,-,-,,See trend,View properties,Donga Road,
38,-,-,-,,See trend,View properties,Doolapally,
39,-,-,-,,See trend,View properties,Dowa,
40,-,-,-,,See trend,View properties,Dr.Reddys Enclave,
41,-,-,-,,See trend,View properties,DRDL Main Road,
42,-,-,-,,See trend,View properties,Dream Valley,
43,-,-,-,,See trend,View properties,DSNR,
44,-,-,-,,See trend,View properties,Dubai Gate,
45,-,-,-,,See trend,View properties,Dubai Gate Bus Stop Road,
46,-,-,-,,See trend,View properties,Dubai Gate Lane,
47,-,-,-,,See trend,View properties,Dubaka Medak District,
48,-,-,-,,See trend,View properties,Dubey Colony,
49,-,-,-,,See trend,View properties,Dubey Colony Hyderabad,
50,-,-,-,,See trend,View properties,Dulapally Road,
51,-,-,-,,See trend,View properties,Durga Bhawani Nagar,
52,-,-,-,,See trend,View properties,Durga Nagar,
53,-,-,-,,See trend,View properties,Durga Vihar Colony,
54,-,-,-,,See trend,View properties,Durgabai Deshmukh Colony,
55,-,-,-,,See trend,View properties,Durgamcheru,
56,-,-,-,,See trend,View properties,Dwaraka Nagar,
57,-,-,-,,See trend,View properties,Dwaraka Nagar,
58,-,-,-,,See trend,View properties,Dwaraka Nagar,
59,-,-,-,,See trend,View properties,Dwaraka Tirumala Colony,
0,5994,"3,373 - 85,000 / sqft",-,View 1615 properties,See trend,,,Aliens Group Space Station
1,6613,"5,778 - 65,789 / sqft",-,View 689 properties,See trend,,,Incor Infrastructure One City
2,1838,"984 - 5,182 / sqft",-,View 420 properties,See trend,,,Asrithas Group Hyderabad 14th Avenue
3,5934,"2,179 - 55,000 / sqft",-,View 391 properties,See trend,,,Aliens Group Space Station 1
4,911,"722 - 7,000 / sqft",-,View 354 properties,See trend,,,Vasudaika Projects LLP Cosmo Celesse
5,793,"777 - 1,000 / sqft",-,View 278 properties,See trend,,,Builder asian properities
6,916,"667 - 8,000 / sqft",-,View 207 properties,See trend,,,CBC Projects LLP Lorven Platina
7,1459,"1,111 - 11,000 / sqft",-,View 203 properties,See trend,,,Akshita Infra Golden Pride
8,1373,"137 - 12,000 / sqft",-,View 202 properties,See trend,,,Akshita Infra Golden Ridge
9,5625,-,-,View 1 properties,See trend,,,Ace Ventures Ultima 1 Kondapur
10,1175,"999 - 10,000 / sqft",-,View 179 properties,See trend,,,Srika Projects LR Song Of The South
11,6193,"4,418 - 9,303 / sqft",-,View 165 properties,See trend,,,Aliens Group Space Stations
12,752,"100 - 6,400 / sqft",-,View 155 properties,See trend,,,Aliens Group Hub
13,1245,"1,111 - 1,388 / sqft",-,View 139 properties,See trend,,,Builder Srika Green Chips
14,1424,"777 - 11,500 / sqft",-,View 138 properties,See trend,,,HPR Gardenia
15,3068,"2,415 - 26,000 / sqft",-,View 125 properties,See trend,,,Builder New project
16,1440,"1,111 - 1,666 / sqft",-,View 120 properties,See trend,,,Haripriya Associates SLNS Hills
17,1049,"944 - 9,000 / sqft",-,View 117 properties,See trend,,,Builder HPR GARDENIA
18,2323,"1,666 - 19,600 / sqft",-,View 112 properties,See trend,,,Builder Jackpot central
19,8617,"866 - 14,000 / sqft",-,View 108 properties,See trend,,,Builder HMDA Open plots
0,-,-,-,,See trend,View properties,Dwarakamai Nagar,
1,-,-,-,,See trend,View properties,Dwarakapuri,
2,-,-,-,,See trend,View properties,Dwarka Nagar,
3,-,-,-,,See trend,View properties,Dwarkamai Nagar Colony,
4,-,-,-,,See trend,View properties,Dwarkapur Colony,
5,-,-,-,,See trend,View properties,E.W.S.,
6,-,-,-,,See trend,View properties,East Anand Bagh Road,
7,-,-,-,,See trend,View properties,East Balaji Hill Colony,
8,-,-,-,,See trend,View properties,East City,
9,-,-,-,,See trend,View properties,East Kalyanpuri,
10,-,-,-,,See trend,View properties,East Maruti Nagar,
11,-,-,-,,See trend,View properties,East Nehru Nagar,
12,-,-,-,,See trend,View properties,East Nehru Nagar Teachers Colony,
13,-,-,-,,See trend,View properties,East Prasanth Nagar,
14,-,-,-,,See trend,View properties,East Yadav Nagar,
15,-,-,-,,See trend,View properties,Eastend Colony,
16,-,-,-,,See trend,View properties,EC Nagar Colony,
17,-,-,-,,See trend,View properties,Edi Bazar West,
18,-,-,-,,See trend,View properties,Eenadu Colony Hyderabad,
19,-,-,-,,See trend,View properties,Eeshwar Villas Road,
20,-,-,-,,See trend,View properties,Ektha Colony,
21,-,-,-,,See trend,View properties,Emerald Park,
22,-,-,-,,See trend,View properties,Engineers Colony Road,
23,-,-,-,,See trend,View properties,Eros Garden,
24,-,-,16.1%,,See trend,View properties,Erramanzil Colony,
25,-,-,-,,See trend,View properties,Erukula Nancharamma Nagar,
26,-,-,-,,See trend,View properties,Eshwar Nagar Colony,
27,-,-,-,,See trend,View properties,Eshwar Residency,
28,-,-,-,,See trend,View properties,Essamiya Bazar,
29,-,-,-,,See trend,View properties,Essar Nagar,
30,-,-,-,,See trend,View properties,Etebar Chowk Hyderabad,
31,-,-,-,,See trend,View properties,Ex Service Men Colony,
32,-,-,-,,See trend,View properties,Ex Servicemen Colony,
33,-,-,-,,See trend,View properties,Excise Colony,
34,-,-,-,,See trend,View properties,Excise Colony,
35,-,-,-,,See trend,View properties,Express Highway,
36,-,-,-,,See trend,View properties,F o r t Grand Road,
37,-,-,-,,See trend,View properties,Fab City,
38,-,-,-,,See trend,View properties,Fair Lands,
39,-,-,-,,See trend,View properties,Falaknuma,
40,-,-,-,,See trend,View properties,Falaknuma Road,
41,-,-,-,,See trend,View properties,Falcon Valley,
42,-,-,-,,See trend,View properties,Farah Colony,
43,-,-,-,,See trend,View properties,Farah Colony Hyderabad,
44,-,-,-,,See trend,View properties,Farooq Nagar Mandal,
45,-,-,-,,See trend,View properties,Fateh Maidan,
46,-,-,-,,See trend,View properties,Fateh Shah Colony,
47,-,-,-,,See trend,View properties,Father Balaiah Colony,
48,-,-,-,,See trend,View properties,Father Balaiah Nagar,
49,-,-,-,,See trend,View properties,Father Baliahnagar Colony,
50,-,-,-,,See trend,View properties,Fatima Nagar,
51,-,-,-,,See trend,View properties,Fedak Inclave,
52,-,-,-,,See trend,View properties,Feroz Gandhi Nagar,
53,-,-,-,,See trend,View properties,Ferozguda,
54,-,-,-,,See trend,View properties,Filmcity,
55,-,-,-,,See trend,View properties,First Lancer Road,
56,-,-,-,,See trend,View properties,Flamingo,
57,-,-,-,,See trend,View properties,Fortune Enclave,
58,-,-,-,,See trend,View properties,Friends Colony Jawahar Colony,
59,-,-,-,,See trend,View properties,Friends Colony Sai Nagar,
0,-,-,-,,See trend,View properties,Dwarakamai Nagar,
1,-,-,-,,See trend,View properties,Dwarakapuri,
2,-,-,-,,See trend,View properties,Dwarka Nagar,
3,-,-,-,,See trend,View properties,Dwarkamai Nagar Colony,
4,-,-,-,,See trend,View properties,Dwarkapur Colony,
5,-,-,-,,See trend,View properties,E.W.S.,
6,-,-,-,,See trend,View properties,East Anand Bagh Road,
7,-,-,-,,See trend,View properties,East Balaji Hill Colony,
8,-,-,-,,See trend,View properties,East City,
9,-,-,-,,See trend,View properties,East Kalyanpuri,
10,-,-,-,,See trend,View properties,East Maruti Nagar,
11,-,-,-,,See trend,View properties,East Nehru Nagar,
